title,price,model_year,odo,aminities,specs,number_of_seats,drive_type,number_of_cylinders,body_type,transmission_type,fuel_type,rim_size,first_owner,accidents_(not_verified),currently_financed?,seller_nationality,no._of_keys,roof_type,color,service_history,warranty,service_contract
Hyundai Azera I4 2.4L,"
SAR 37,000 ",2013 ,"284,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power foldable mirrors', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,18,,1 accident,No,Saudi Arabia,1,Panoramic Roof,,,,
Toyota Corolla I4 1.6L GLI,"
SAR 46,000 ",2015 ,"214,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Bluetooth', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,١٦,Yes,No,No,Egypt,2,,,,,
Kia Cadenza V6 3.5L,"
SAR 28,000 ",2012 ,"236,000 KM","['Cruise Control', 'Bluetooth', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,2WD,6,Sedan,Automatic,Petrol,17,,No,No,Syria,1,,,,,
Hyundai Santa Fe I4 2.4L ,"
SAR 34,000 ",2013 ,"273,000 KM",[],GCC /Saudi Specs,7,AWD,4,SUV,Automatic,Petrol,19,,No,No,,,Panoramic Roof,,,,
Mercedes E350 V6 3.5L AMG,"
SAR 30,000 ",2012 ,"180,000 KM","['Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,4,2WD,6,Coupe,Automatic,Petrol,18,,3 or more accidents,No,Egypt,2,Panoramic Roof,Grey,Yes in Garage,,
Chevrolet Tahoe V8 5.3L,"
SAR 40,800 ",2012 ,"337,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Remote engine starter', 'Power foldable mirrors', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,8,SUV,Automatic,Petrol,17,Yes,No,No,Saudi Arabia,2,,Brown,,,
Hyundai Accent I4 1.4L,"
SAR 25,000 ",2016 ,"217,000 KM","['fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,14,,No,No,Egypt,1,,,,,
Mitsubishi L200 I4 2.4L,"
SAR 19,000 ",2011 ,"149,000 KM",[],GCC /Saudi Specs,4,2WD,4,Pick-up,Manual,Petrol,15,,No,No,,,,,,,
Renault Koleos I4 2.5L,"
SAR 36,000 ",2015 ,"135,000 KM","['Cruise Control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,4WD,4,SUV,Automatic,Petrol,R17,,3 or more accidents,No,India,1,,,,,
Ford Expedition V8 5.4L,"
SAR 36,000 ",2010 ,"295,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,7,2WD,8,SUV,Automatic,Petrol,18,Yes,No,No,Saudi Arabia,2,,,,,
Ford Crown Victoria V8 4.6L,"
SAR 25,000 ",2011 ,"339,000 KM","['Cruise Control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'premium sound premium audio premium audio system', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,8,Sedan,Automatic,Petrol,18,,1 accident,No,Saudi Arabia,1,,,,,
Mazda CX-9 V6 3.7L,"
SAR 41,000 ",2014 ,"272,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Powered back door', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning']",GCC /Saudi Specs,7,2WD,6,SUV,Automatic,Petrol,١٧,,No,No,Saudi Arabia,1,Sun Roof,Grey,Yes in Garage,,
Hyundai Accent I4 1.4L,"
SAR 43,000 ",2020 ,"112,000 KM","['audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,١٥,Yes,No,No,Philippines,1,,Silver,Yes in Garage,,
Jeep Grand Cherokee V8 5.7L Limited,"
SAR 41,000 ",2013 ,"205,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'rear entertainment rear seat entertainment seatback video screens', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power Lumbar', 'Pre crash system pre crash safety system', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,7,4WD,8,SUV,Automatic,Petrol,18,,1 accident,No,Jordan,1,Sun Roof,Black,,,
Ford Expedition V8 5.4L,"
SAR 41,000 ",2013 ,"260,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'premium sound premium audio premium audio system', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,7,2WD,8,SUV,Automatic,Petrol,18,Yes,No,No,Saudi Arabia,2,,Silver,,,
Kia Mohave V6 3.8L,"
SAR 45,000 ",2015 ,"100,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,7,4WD,6,SUV,Automatic,Petrol,18,,No,No,Saudi Arabia,2,,Red,,,
Hyundai Elantra I4 2.0L,"
SAR 40,000 ",2017 ,"285,000 KM","['Bluetooth', 'lane departure alert lane watch lane departure warning', 'LED Headlights', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,15,,1 accident,No,Saudi Arabia,1,,White,,,
Dodge Charger V6 3.6L R/T,"
SAR 36,000 ",2013 ,"249,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Rear Mirror Camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat']",GCC /Saudi Specs,5,2WD,6,Sedan,Automatic,Petrol,١٩,,2 accidents,No,Jordan,1,Sun Roof,Black,Yes in Garage,,
Chevrolet Suburban V8 5.3L,"
SAR 30,000 ",2010 ,"170,000 Miles","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Leather Seats', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps']",American Specs,9,2WD,8,SUV,Automatic,Petrol,17,,No,No,Egypt,1,,Silver,,,
Ford Crown Victoria V8 4.6L,"
SAR 22,000 ",2011 ,"256,000 KM","['Bluetooth', 'premium sound premium audio premium audio system', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'LED Headlights', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,8,Sedan,Automatic,Petrol,17,,2 accidents,No,Syria,1,,Gold,Yes in Garage,,
Ford Expedition V8 5.4L,"
SAR 40,000 ",2012 ,"344,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Rear Mirror Camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Leather Seats', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,8,4WD,8,SUV,Automatic,Petrol,20,,1 accident,No,Saudi Arabia,2,Sun Roof,Black,,,
Kia Grand Carnival V6 3.3L,"
SAR 32,000 ",2017 ,"396,000 KM","['audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'rear entertainment rear seat entertainment seatback video screens']",GCC /Saudi Specs,8,2WD,6,Minivan,Automatic,Petrol,17,,1 accident,No,Saudi Arabia,1,,White,,,
Ford Edge V6 3.5L Limited,"
SAR 41,000 ",2014 ,"250,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,6,SUV,Automatic,Petrol,18,,No,No,Saudi Arabia,2,Panoramic Roof,Black,,,
