Amenities,Bedrooms,Bathrooms,Area (m²),Furnished,Level,Ad Type,Type,Payment Option,price,title,location,Compound
"Balcony,Central A/C & heating,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90,No,1,For Sale,Apartment,Cash,"1,280,000 EGPnegotiable",لقطه شقه تمليك 90م,New Cairo - El Tagamoa,Rehab City
"Balcony,Security,Electricity Meter,Water Meter",2,2,200,No,3,For Sale,Apartment,Cash,"450,000 EGP",فرصه للبيع شقه بالروف 200م بالعبور الحي ال...,Obour City,
"Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Elevator",3,4,220,No,Ground,For Sale,Apartment,Cash,"5,600,000 EGP",Best Price and View in UpTown Cairo Apartm...,Mokattam,Uptown Cairo
,3,1,124,,4,For Sale,Apartment,Cash,"1,100,000 EGP",شقه للبيع124 متر صافي بشارع الظاهر الرئيسي,Downtown Cairo,
"Balcony,Built in Kitchen Appliances,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",3,1,106,Yes,Ground,For Sale,Apartment,Cash,"1,550,000 EGP",ارخص شقه للبيع بمدينتي بالعفش 3 غرفه ارضي ...,Madinaty,Madinaty
Pets Allowed,3,2,116,,3,For Sale,Apartment,Cash,"1,250,000 EGP",للبيع شقه 116م بي11,Madinaty,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,170,,6,For Sale,Apartment,Cash,"1,750,000 EGPnegotiable",شقة للبيع بالمعادي الجديدة,Maadi,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,175,No,6,For Sale,Apartment,Cash,"2,200,000 EGP",للبيع بمدينتي شقة بمساحه 175 متر ب الB3 دو...,Madinaty,
"Balcony,Central A/C & heating,Pets Allowed,Security,Elevator",2,3,130,No,2,For Sale,Apartment,Cash,"3,500,000 EGP",Lowest Price Uptown Cairo apartment for sa...,Mokattam,Uptown Cairo
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,190,No,Ground,For Sale,Apartment,Cash,"3,500,000 EGP",Apartment 190 m + 50 m garden for sale in ...,New Cairo - El Tagamoa,Eastown
"Balcony,Security,Built in Kitchen Appliances,Pets Allowed,Water Meter,Natural Gas,Landline,Elevator",3,2,175,No,3,For Sale,Apartment,Cash,"1,100,000 EGP",شقة للبيع ب حمامات القبة بالقرب من المترو ...,Helmeyat El Zaytoun,
"Balcony,Covered Parking,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,400,Yes,2,For Sale,Apartment,Cash,"6,000,000 EGP",شقة رائعة للبيع في الشويفات,New Cairo - El Tagamoa,
"Balcony,Central A/C & heating,Pets Allowed,Security,Elevator",2,3,179,No,1,For Sale,Apartment,Cash,"4,150,000 EGP",Best price apt for sale in uptown cairo ( ...,Mokattam,Uptown Cairo
"Balcony,Private Garden",3,1,115,,2,For Sale,Apartment,Cash,"135,000 EGP",شقه سكن مصر الاندلس مرحله اولي دور متكرر,New Cairo - El Tagamoa,
"Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,155,,2,For Sale,Apartment,Cash,"1,500,000 EGP",شقه لقطه للبيع بالقرب من فاطمة الشربتلي و ...,New Cairo - El Tagamoa,
,3,2,116,No,1,For Sale,Apartment,Cash,"1,265,000 EGP",شقه روعه للبيع في مدينتي ١١٦م في B10,Madinaty,
"Balcony,Electricity Meter",2,1,70,No,3,For Sale,Apartment,Cash,"400,000 EGP",شقه للبيع بمدينه نصر أمام مدرسة المنهل,Nasr City,
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,127,No,Ground,For Sale,Apartment,Cash,"2,650,000 EGP",Apartment 127 m with garden 75 m for sale ...,New Cairo - El Tagamoa,Eastown
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135,No,5,For Sale,Apartment,Cash,"1,730,000 EGP",شقة 135م للبيع بمدينتي بالB1 موقع قريب جدا...,Madinaty,
Balcony,2,1,114,No,2,For Sale,Apartment,Cash,"700,000 EGP",شقه للبيع سوبر لوكس,Katameya,
"Balcony,Covered Parking,Private Garden,Electricity Meter",2,2,167,No,Ground,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",شقة للبيع 167م سوبر لوكس الشروق 2 - طريق ا...,Shorouk City,
,3,2,160,No,2,For Sale,Apartment,Cash,"720,000 EGPnegotiable",شقة للبيع بمدينة العبور بالحى الثالث من ال...,Obour City,
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,Ground,For Sale,Apartment,Cash,"3,750,000 EGP",Eastown Sodic Apartment With Garden For Sa...,New Cairo - El Tagamoa,Eastown
"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,175,,3,For Sale,Apartment,Cash,"850,000 EGPnegotiable",شقة للبيع حمامات القبه قريبة م كنيسة مار ج...,Helmeyat El Zaytoun,
"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,140,No,2,For Sale,Apartment,Cash,"1,100,000 EGP",فرصه للبيع شقه برابعه الاستثمارى,Nasr City,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,98,No,5,For Sale,Apartment,Cash,"950,000 EGP",شقه المواردى القصر العينى,Qasr al-Nil,
,3,1,106,,Ground,For Sale,Apartment,Cash,"60,000 EGP",شقه للبيع دور ارضى فى سكن مصر العبور مسلسل...,Obour City,
"Balcony,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,4,215,No,Ground,For Sale,Apartment,Cash,"4,900,000 EGP",fully finished Apartment with garden For S...,New Cairo - El Tagamoa,Eastown
"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,64,,5,For Sale,Apartment,Cash,"420,000 EGP",شقة للبيع بالتجمع,New Cairo - El Tagamoa,
Balcony,2,2,120,No,Ground,For Sale,Apartment,Cash,"600,000 EGP",شقه120متر ارضى بحديقه خاصه سوبرلوكس للبيع ...,Obour City,
,3,2,124,No,3,For Sale,Apartment,Cash,"1,600,000 EGP",شقة لقطه للبييع,Madinaty,Madinaty
"Electricity Meter,Water Meter,Natural Gas",2,1,80,No,2,For Sale,Apartment,Cash,"280,000 EGPnegotiable",شقه للبيع لقطه في الحي التالت بمدينه بدر,Badr City,
,3,3,250,No,1,For Sale,Apartment,Cash,"1,050,000 EGP",دور كامل 250م جاردينيا 1 استلام فوري بالعد...,New Cairo - El Tagamoa,Abu Al-Hool
"Balcony,Security,Elevator,Natural Gas",2,2,130,,7,For Sale,Apartment,Cash,"1,300,000 EGP",شقه للبيع في حي السفارات,Nasr City,
"Balcony,Elevator",3,2,158,No,Ground,For Sale,Apartment,Cash,"2,300,000 EGP",شقه للبيع في مدينتي b1,Madinaty,Madinaty
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,92,No,1,For Sale,Apartment,Cash,"225,000 EGPnegotiable",للبيع,Ain Shams,
"Balcony,Central A/C & heating,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,230,Yes,3,For Sale,Apartment,Cash,"2,400,000 EGPnegotiable",للبيع شقة بزهراء المعادي,Maadi,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,133,No,3,For Sale,Apartment,Cash,"1,650,000 EGP",بالرحاب للبيع 133م دور متكرر بجوار مسجد ال...,Rehab City,Rehab City
"Balcony,Covered Parking,Electricity Meter",3,3,200,No,1,For Sale,Apartment,Cash,"1,300,000 EGP",دوبلكس 200م اول وتانى باللوتس بالجراج بسعر...,New Cairo - El Tagamoa,
"Security,Electricity Meter,Water Meter,Natural Gas",3,2,165,No,3,For Sale,Apartment,Cash,"1,000,500 EGP",صاحب الاعلان,Maadi,Maadi V
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,102,No,1,For Sale,Apartment,Cash,"750,000 EGP",زهرة العبور كمبوند الحى الثامن العبور شقة ...,Obour City,
"Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,143,Yes,2,For Sale,Apartment,Cash,"1,700,000 EGP",للبيع شقه ١٤٣م فى b6 تشطيب خاص مطلوب مليون...,Madinaty,Madinaty
,3,2,160,No,5,For Sale,Apartment,Cash,"550,000 EGPnegotiable",شقة 160 متر في زهراء المعادي,Zahraa Al Maadi,
"Electricity Meter,Water Meter",2,1,100,No,3,For Sale,Apartment,Cash,"530,000 EGP",شقه في المعادي للبيع واجهه,Maadi,
"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,137,No,4,For Sale,Apartment,Cash,"1,300,000 EGP",فرصة شقة 137 متر للبيع في ذا سكوير - التجم...,New Cairo - El Tagamoa,The Square
"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,145,No,7,For Sale,Apartment,Cash,"1,000,000 EGP",شقه بحديقه الطفل مدينه نصر,Nasr City,
"Balcony,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,278,No,3,For Sale,Apartment,Cash,"4,100,000 EGP",Apartment 278 m for sale in Eastown sodic ...,New Cairo - El Tagamoa,Eastown
,4,4,327,,2,For Sale,Apartment,Cash,"5,000,000 EGP",شقة بمدينتي باطلالة علي وايد جاردن صريح وا...,Madinaty,
,3,2,220,No,6,For Sale,Apartment,Cash,"5,000,000 EGP",شقة للببع لقطة في الزمالك ابو الفدا الرئيس...,Zamalek,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,224,No,1,For Sale,Apartment,Cash,"3,150,000 EGP",للبيع بسعر مغري بالرحاب شقه224م موقع ممتاز...,Rehab City,Rehab City
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,97,No,1,For Sale,Apartment,Cash,"550,000 EGP",شقة مساكن الشروق مدينة نصر أمام نادى نقابة...,Downtown Cairo,
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130,No,7,For Sale,Apartment,Cash,"400,000 EGP",شقه للبيع,Gesr Al Suez,
"Balcony,Electricity Meter",2,1,70,No,5,For Sale,Apartment,Cash,"410,000 EGPnegotiable",70 م محلية أولى الشباب,New Cairo - El Tagamoa,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,3,211,No,6,For Sale,Apartment,Cash,"2,600,000 EGP",للبيع شقه بمدينتى 211م وايد جاردن صريح B1,Madinaty,Madinaty
,2,1,90,Yes,2,For Sale,Apartment,Cash,"1,250,000 EGP",شقه بحري شرقي تاني بلكونه براس البر,Mostakbal City,
"Balcony,Security,Pets Allowed",3,2,140,Yes,1,For Sale,Apartment,Cash,"12,600,000 EGP",للبيع بمدينتي شقه 140م علي جاردن وشارع اقل...,Madinaty,Madinaty
"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,162,No,2,For Sale,Apartment,Cash,"2,400,000 EGP",Apartment 162 m for sale in Eastown - Park...,New Cairo - El Tagamoa,Eastown
"Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,195,No,1,For Sale,Apartment,Cash,"1,700,000 EGPnegotiable",شقة معروضة للبيع,Zahraa Al Maadi,
"Electricity Meter,Water Meter,Landline,Elevator",2,1,100,No,5,For Sale,Apartment,Cash,"650,000 EGP",مقطم هضبة وسطي,Mokattam,
"Electricity Meter,Water Meter,Natural Gas",2,1,70,No,Ground,For Sale,Apartment,Cash,"200,000 EGPnegotiable",شقه بالدور الارضي متشطبه سوبر لوكس بالأندل...,Ezbet El Nakhl,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211,No,Ground,For Sale,Apartment,Cash,"2,550,000 EGP",للبيع في مدينتي لقطه ارضي بحديقه,Madinaty,
,2,1,70,No,3,For Sale,Apartment,Cash,"430,000 EGPnegotiable",شقه للبيع - التجمع الثالث - القاهره الجديد...,New Cairo - El Tagamoa,
,3,1,110,Yes,10+,For Sale,Apartment,Cash,"700,000 EGPnegotiable",شقه للبيع,Gesr Al Suez,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,162,No,2,For Sale,Apartment,Cash,"2,350,000 EGP",للتمليك بالرحاب شقه162م فيوجاردن كبيره بحر...,Rehab City,Rehab City
"Balcony,Security,Natural Gas,Elevator",2,2,96,No,1,For Sale,Apartment,Cash,"1,775,000 EGPnegotiable",عرض شقة للبيع,New Cairo - El Tagamoa,Madinaty
"Electricity Meter,Natural Gas",2,1,62,,2,For Sale,Apartment,Cash,"235,000 EGP",شقه بالمقطم للبيع,Nasr City,
Balcony,3,2,200,No,3,For Sale,Apartment,Cash,"900,000 EGP",شقةللبيع بمدينه الشروق المجاورة الثالثة من...,Badr City,2020 Compound
"Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,124,No,Ground,For Sale,Apartment,Cash,"1,680,000 EGP",شقه لقطه لسرعة البيع بمدينتي أرضى بحديقه ف...,Madinaty,Madinaty
"Balcony,Covered Parking,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,5,273,No,2,For Sale,Apartment,Cash,"4,400,000 EGP",شقة للبيع في قطامية بلازا سوبر لوكس 273 م ...,New Cairo - El Tagamoa,Katameya Plaza
"Balcony,Security,Covered Parking,Pets Allowed,Elevator",3,2,116,No,1,For Sale,Apartment,Cash,"1,260,000 EGP",شقة ١١٦ م للبيع في مدينتي B10,Madinaty,Madinaty
,3,2,133,No,2,For Sale,Apartment,Cash,"1,200,000 EGP",شقة133م في مدينتي بدون تشطيب بسعر تجاري لق...,Madinaty,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,230,,7,For Sale,Apartment,Cash,"1,690,000 EGP",شقه متشطبه للسكن فوري,Nasr City,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,250,No,6,For Sale,Apartment,Cash,"2,100,000 EGPnegotiable",للبيع شقة 250م2 بشارع أبو دواد الظاهرى بال...,Nasr City,
"Balcony,Pets Allowed,Security,Elevator",3,2,135,No,4,For Sale,Apartment,Cash,"1,600,000 EGP",شقه للبيع بمدينتي 135متر b2 بسعر لقطه ( أو...,Madinaty,Madinaty
,2,1,120,No,2,For Sale,Apartment,Cash,"910,000 EGP",شقه للبيع بمدينة نصر,Nasr City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200,No,4,For Sale,Apartment,Cash,"1,800,000 EGPnegotiable","شقه للبيع المعادي الجديده ش289, Spacious a...",Maadi,
"Balcony,Electricity Meter,Water Meter",2,1,95,No,2,For Sale,Apartment,Cash,"365,000 EGPnegotiable",شقه للبيع ٩٥متر بحي المتميز,Shorouk City,
"Balcony,Pets Allowed",2,2,150,No,3,For Sale,Apartment,Cash,830 EGP,شقة للبيع في العبور,Obour City,
,2,1,86,,5,For Sale,Apartment,Cash,"565,000 EGP",شقه بمساكن القوات المسلحة زهراء مدينه نصر,Nasr City,
"Private Garden,Water Meter,Natural Gas,Landline",2,2,180,No,Ground,For Sale,Apartment,Cash,"1,800,000 EGP",شقه ارضى بحديقة للبيع مصر الجديدة,Heliopolis,
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,3,For Sale,Apartment,Cash,"1,650,000 EGPnegotiable",شقه200متر فى الياسمين 5سوبر لوكس خطوات من ...,New Cairo - El Tagamoa,
,3,1,124,,1,For Sale,Apartment,Cash,"1,250,000 EGP",للبيع شقة فرصة للسكن او الاستثمار امام است...,Nasr City,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,110,No,1,For Sale,Apartment,Cash,"425,000 EGPnegotiable",شقه للبيع فى القطامية التجمع التالت مساكن ...,New Cairo - El Tagamoa,
,2,1,60,No,3,For Sale,Apartment,Cash,"113,000 EGP",شقة للبيع,Marg,
,2,1,70,No,4,For Sale,Apartment,Cash,"350,000 EGP",فرصة لن تتكرر شقة للبيع بمدينة الشروق,Shorouk City,Not in Compound
"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",2,2,145,No,4,For Sale,Apartment,Cash,"875,000 EGP",فرصه شقه للبيع تري المطار,New Nozha,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,210,No,5,For Sale,Apartment,Cash,"1,260,000 EGPnegotiable",شقه للبيع بحلوان شارع مصطفى فهمي علي منصور...,Helwan,
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,180,No,4,For Sale,Apartment,Cash,"2,650,000 EGP",للتمليك بالرحاب شقه 180مE اول سكن فيو جارد...,Rehab City,Rehab City
,3,2,81,Yes,5,For Sale,Apartment,Cash,"299,999 EGP",شقة فلحلمية مرخصة نص تشطيب جنب المترو,Helmeyat El Zaytoun,
,2,2,89,,2,For Sale,Apartment,Cash,"1,050,000 EGPnegotiable",شقه فرصه بأقل سعر,Madinaty,Madinaty
"Balcony,Pets Allowed,Security,Electricity Meter,Elevator",3,2,135,No,2,For Sale,Apartment,Cash,"1,450,000 EGP",شقة 135 متر بمدينتي بأقل من سعر السوق,Madinaty,Madinaty
,4,2,150,No,1,For Sale,Apartment,Cash,"1,250,000 EGP",شقه تمليك 150 متر علي البحر الصغير دور اول...,Al Manial,
"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,117,Yes,2,For Sale,Apartment,Cash,850 EGP,شقه مفروشه١١٧ متر في افضل شارع بصقر قريش,Maadi,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Landline,Elevator",2,2,96,No,5,For Sale,Apartment,Cash,"1,300,000 EGP",شقه بمدينتى للبيع 96 م بالB7 بفيو وايد جار...,Madinaty,Madinaty
,3,3,250,,8,For Sale,Apartment,Cash,"1,550,000 EGP",شقه للبيع 250 م بالقرب من حديقه الطفل عمار...,Nasr City,
"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,3,140,No,4,For Sale,Apartment,Cash,"860,000 EGP",للبيع في ارقى اماكن مدينتي المرحلة العاشرة,Madinaty,Madinaty
"Balcony,Built in Kitchen Appliances,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,84,,Ground,For Sale,Apartment,Cash,"1,500,000 EGP",شقه لقطه٨٤م الترا داخل كمبوند لاميرداد الت...,New Cairo - El Tagamoa,La Mirada
,2,2,137,No,4,For Sale,Apartment,Cash,"1,300,000 EGP",شقة للبيع بكمبوند ذا سكوير القاهرة الجديدة,New Cairo - El Tagamoa,The Square
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,131,No,3,For Sale,Apartment,Cash,"1,800,000 EGP",للتمليك بالرحاب شقه131م فيومفتوح وجاردن قر...,Rehab City,Rehab City
