title,location,bedrooms,bathrooms,area,price,compound,location_neighborhood,location_city,Partly_furnished,Security,Balcony,Shared_Gym,Networked,Shared_Pool,View_of_Water,View_of_Landmark,Children's_Play_Area,Barbecue_Area,Covered_Parking,Shared_Spa,Unfurnished,Kitchen_Appliances,Central_A/C,Children's_Pool,Concierge,Built_in_Wardrobes,Lobby_in_Building,Study,Walk-in_Closet,Pets_Allowed,Maid_Service,Private_Garden,Maids_Room,Private_Gym,Private_Jacuzzi,Private_Pool,Furnished
Apartment for sale at Village Gardens Katameya VGK,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,170,1900000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"District 5 Aparments For Only 130 ,000","District 5, The 5th Settlement, New Cairo City, Cairo",2,2,135,2600000.0,0,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment -Rehab Landscape View Finished Delivered,"Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",3,2,162,3100000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Distinctive villa with swimming pool for sale in Stone Park,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,466,9000000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Apartment 200 m resale in New Cairo - Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,200,2250000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Apartment With Special Garden For Sale In New Capital,With Installments","Atika, New Capital Compounds, New Capital City, Cairo",2,2,100,1965000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Apartment 145 m in Castle Landmark, the capital, with a 15% down payment","Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,145,1651000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Apartment for sale in the capital area of ​​120 m and installments up to 10 years,"De Joya, New Capital Compounds, New Capital City, Cairo",2,2,120,1200000.0,1,New Capital Compounds, New Capital City,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Apartment fully finished over 8 years installments,"Al Riyadh Secon, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,2400000.0,1,The 5th Settlement, New Cairo City,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Apartment for sale in Heliopolis receive immediate,"Sodic East, 6th District, New Heliopolis, Cairo",3,2,152,650000.0,0,6th District, New Heliopolis,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
Amazing Duplex Penthouse 4 Sale In Maadi Sarayat,"Sarayat Al Maadi, Hay El Maadi, Cairo",4,3,350,7000000.0,0,Sarayat Al Maadi, Hay El Maadi,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Apartment with garden for sale 150m in Madinaty B2,"Madinaty, Cairo",3,3,150,2100000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
apartment with private garden 10% dp over 8 years,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,199,430000.0,1,The 5th Settlement, New Cairo City,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
apartment for sale in madenaty  b 6 1000 le per m.,"Madinaty, Cairo",2,1,143,1450000.0,0,Madinaty,Madinaty,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reserve your unique Hyde Park home now,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,2465000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital way Apartment 180 m 5% dp 9 years installm,"The Capital Way, New Capital Compounds, New Capital City, Cairo",3,3,180,3600000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
Apartment 182 M Ground Floor With Pool N Lake View,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,182,3300000.0,1,The 5th Settlement, New Cairo City,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Apartment for sale New capital|over  9 years| R7,"Park Lane, New Capital Compounds, New Capital City, Cairo",2,2,105,1365000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
APT 125m with 10%DP only in new capital,"Park Lane, New Capital Compounds, New Capital City, Cairo",2,1,125,1509358.0,1,New Capital Compounds, New Capital City,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Own Finished Apt 124m With A/cs And Installment 8Y,"Rivan, New Capital Compounds, New Capital City, Cairo",2,2,124,1939000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Fully Finished Apartment with AC's in Al Marasem,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,135,3263000.0,0,North Investors Area, New Cairo City,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2swimming pool+gym+spa+jacuzzi on each roof,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,1184000.0,1,The 5th Settlement, New Cairo City,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"fully finished apartment 10,000 per meter 175 M2","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,175,1800000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apartment Patio Oro New Cairo Installments 7 years,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,120,2060000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Apartment 140m  For Sale In water way New Capital,"The Capital Way, New Capital Compounds, New Capital City, Cairo",2,2,140,3100000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
Apartment for sale in Mivida New Cairo           .,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3500000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه للبيع 160م صافي بشارع حيوي متفرع من مكرم عبيد,"Abou Dawoud Al Zahery St., 6th Zone, Nasr City, Cairo",3,1,160,1500000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apartment with an immediate garden in Galleria,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,140,2758389.0,0,South Investors Area, New Cairo City,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
Luxury Towers Apartment Direct on Maadii Nile,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",2,3,194,11690634.0,0,Maadi, Hay El Maadi,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
Apartment at Capital Heights 1 Compound,"Capital Heights, New Capital Compounds, New Capital City, Cairo",3,2,200,1700000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment in Capital Way fully finished with ACs,"The Capital Way, New Capital Compounds, New Capital City, Cairo",3,3,175,3606000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under market price apartment for sale in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,3800000.0,1,The 5th Settlement, New Cairo City,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment in Prime Location Delivery Now MVHP.,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,274,2650000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment in Mivida Prime location Fully finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,244,7000000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5% down payment on 9 Years in Mountain View iCity.,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,180,2000000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment 133m For sale at Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,133,1550000.0,1,The 5th Settlement, New Cairo City,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Stadio fully furnished for sale at the village,"The Village, South Investors Area, New Cairo City, Cairo",0,1,88,1850000.0,0,South Investors Area, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for sale apartment 199m landscape view and pool mv,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,199,2400000.0,1,The 5th Settlement, New Cairo City,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"APARTMENT 147M UNDER MARKET PRICE 2,089,000 EGP","Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2,2,147,2089000.0,0,South Investors Area, New Cairo City,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
Apartment for sale in Cairo Festival City 135 m,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,135,3300000.0,0,North Investors Area, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Resale 4 Bedroom Apartment 260m in CFC New Cairo,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,4,260,6450000.0,0,North Investors Area, New Cairo City,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Apartment 220 sqm For sale In New Cairo ..,"Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,220,3141000.0,1,The 5th Settlement, New Cairo City,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment For Sale In Madinaty 143m Wide Garden.,"Madinaty, Cairo",3,2,143,1800000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for Sale in Abbas El Akkad Nasr City,"Abbas Al Akkad St., 1st Zone, Nasr City, Cairo",3,3,187,2400000.0,0,1st Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Apartment in Lake View Residence in New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,130,2700000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"The Loft, the administra, installments over10years","R7, New Capital City, Cairo",2,1,123,1487000.0,0,R7, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apartment for sale in compound prime location,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,2500000.0,1,The 5th Settlement, New Cairo City,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment In Mountain View Hyde Park Semi Finished,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,275,2850000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Delivered Apartment Fully finished behind the AUC,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,150,2625000.0,1,The 5th Settlement, New Cairo City,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
apartment for sale view garden in al banafseg 6,"Doctor Ahmed Okasha St., El Banafseg 6, El Banafseg, New Cairo City, Cairo",3,3,210,2000000.0,0,El Banafseg, New Cairo City,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment 175m opportunity for investment,"Green Avenue, New Capital Compounds, New Capital City, Cairo",3,3,175,2056250.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Prime Apartment 175m ready to move fully furnished,"The Water Way, North Investors Area, New Cairo City, Cairo",2,2,175,5400000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
Apartment For Sale in Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,150,2632000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
Apartment 134 m fully finished Al Burouj compound,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,134,1200000.0,1,El Shorouk Compounds, Shorouk City,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Apartment for sale in Zamalek                    .,"Kamal Al Tawil St. (El Montazah), Zamalek, Cairo",2,2,260,9600000.0,0,Kamal Al Tawil St. (El Montazah), Zamalek,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
Apartment for sale in New Capital,"R7, New Capital City, Cairo",4,3,213,2390600.0,0,R7, New Capital City,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Finished Apartment for Sale Cairo Festival 5 Years,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,3,166,4980000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0
Apartment for sale at patio 7 New Cairo,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,220,5200000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
Corner Apartment for sale N Galleria compound 128M,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2,2,128,2112000.0,1,South Investors Area, New Cairo City,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Amazing price Apartment in Maadi (finished),"Zahraa Al Maadi St., Degla, Hay El Maadi, Cairo",2,2,170,1360000.0,0,Degla, Hay El Maadi,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Apartment for rent in South Academy -  New cairo .,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",3,2,160,120000.0,0,Ganoob El Acadimia, New Cairo City,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"Apartment for sale in Fifth Square, 5th settlement","Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,196,4300000.0,0,North Investors Area, New Cairo City,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"apartment in Lotus 176 m, panorama, garden view","New Lotus, The 5th Settlement, New Cairo City, Cairo",3,3,176,1496000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Apartment for sale at North Lotus,"North Lotus, El Lotus, New Cairo City, Cairo",3,2,149,1350000.0,0,El Lotus, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment 176 m2 in  Village Gardens Katameya,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,176,1850000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semi Finished Apartment for Sale in Eastown 125 m,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,125,2250000.0,1,The 5th Settlement, New Cairo City,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Apartment 150m  Mv icity Directly on club Park..,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,150,2250000.0,1,The 5th Settlement, New Cairo City,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for sale 268m in lake view residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,268,4195000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
apartement for sale in Madinaty B11,"Madinaty, Cairo",2,2,97,1050000.0,0,Madinaty,Madinaty,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the prominent real estate projects in the south,"R7, New Capital City, Cairo",3,2,130,1787500.0,0,R7, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for sale - the square compound New Cairo,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,210,2000000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment 195m golf view Uptown Sierras,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,4,195,4450000.0,0,Uptown Cairo, Mokattam,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0
Amazing  studio for sale in Taj City New Cairo,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,1,58,1154000.0,1,The 5th Settlement, New Cairo City,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for Sale in Midtown New Cairo,"Midtown, South Investors Area, New Cairo City, Cairo",3,3,225,2665000.0,0,South Investors Area, New Cairo City,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
Ground Apartment 148| pool view|Boulevard Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,148,3000000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for sale in Regent’s Park 188M hot price,"Regents Park, Al Andalus District, New Cairo City, Cairo",3,2,188,3500000.0,0,Al Andalus District, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment In Marrsam Landscape View Fully Finished,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,144,3033746.0,0,North Investors Area, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Under Market Price Apartment in El Rehab,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,153,2000000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Own Apartment fully finished behind AUC on 5 years,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,3000000.0,1,The 5th Settlement, New Cairo City,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Apartment in Mena Residence compound,"Mena Residence, South Investors Area, New Cairo City, Cairo",3,3,200,3100000.0,1,South Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
limited offer in town gate ff apartment 170 meter,"Town Gate, New Capital Compounds, New Capital City, Cairo",3,3,170,1887000.0,1,New Capital Compounds, New Capital City,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book in the Riviera 2 the best price per meter,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,163,1238800.0,1,The 5th Settlement, New Cairo City,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Apartment for Sale 186m sodic next to The AUC,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,4740000.0,1,The 5th Settlement, New Cairo City,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
For Sale Apt Ready To Move In Taj Sultan .,"Tag Sultan, Ring Road, Cairo",3,2,130,2500000.0,0,Tag Sultan, Ring Road,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
For Resale Deliver Luxury Apartment Cairo Festival,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3,3,207,5400000.0,0,North Investors Area, New Cairo City,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment for Sale in Zed East,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,140,3500000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
For sale Wonderful Apartment 182m in Granda Life,"Granda, 5th District, Shorouk City, Cairo",3,3,182,1950000.0,0,5th District, Shorouk City,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0
"Apartment 180 m perfect for investing, New Capital","Green Avenue, New Capital Compounds, New Capital City, Cairo",3,3,180,2115000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Apartment for sale in North Lotus semi finished .,"North Lotus, El Lotus, New Cairo City, Cairo",3,3,154,1250000.0,0,El Lotus, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for sale ready to move in Waterway,"The Water Way, North Investors Area, New Cairo City, Cairo",3,3,252,8000000.0,0,North Investors Area, New Cairo City,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment 183 sqm for sale in Hyde Park Compound.,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,183,1670600.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for sale in MVHP 274 M2 with Hot price,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,274,2750000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment For Sale In New Cairo With 0% Interest,"Azadir, North Investors Area, New Cairo City, Cairo",2,2,95,1520000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
Fully Finished Apartment for sale in Mivida Emaar,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3800000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immediate receipt 10 years at Galleria Moon Valley,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,168,3377000.0,0,South Investors Area, New Cairo City,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"Apartment on the ninetieth,finished ,South Academy","Doctor Yassin Abdel Ghaffar St., Area C, Ganoob El Acadimia, New Cairo City, Cairo",3,3,210,3000000.0,0,Ganoob El Acadimia, New Cairo City,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Apartment for sale in the capital with a 7% discount and the club for free 10 years premium,"R7, New Capital City, Cairo",2,2,124,1320000.0,0,R7, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
