title,price,location,property_type,bedrooms,bathrooms,area,amenities,creattion_date
Apartment for sale a 4 floor in Rehab 1,"
          1,200,000
              EGP  ","Mostafa Lotfi Al Manfalouti St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",Apartment,2 ,1 ,87 sqm,[],Listed:16 days ago
Own your apartment in a classy location Al Shorouk Compound Al Burouj with facilities,"
          1,400,000
              EGP  ","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",Apartment,3 ,2 ,105 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'View of Water', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:10 days ago
"Ground apartment in Garden 167 m in the Fifth Settlement, installment up to 36 months","
          1,503,000
              EGP  ","Grand Cesar, South Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,167 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Pets Allowed', 'View of Landmark']",Listed:8 days ago
"With a down payment of 211455 and installments over 8 years in Swan lake, Hassan Allam","
          211,455
              EGP  ","Swan Lake, The 1st Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,127 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', 'Lobby in Building', 'Balcony', 'Shared Pool', 'View of Water', 'Barbecue Area']",Listed:7 days ago
"Apartment for sale 200 m in the Fifth Settlement, with air conditioning and furnishings","
          2,300,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,3 ,2 ,200 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Concierge', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', 'Covered Parking']",Listed:8 days ago
"Duplex 225m in fifth settelment , Nargas Builiding","
          2,600,000
              EGP  ","El Sharbatly, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,2 ,225 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Networked', 'Pets Allowed', 'View of Landmark', 'Barbecue Area', 'Covered Parking']",Listed:6 days ago
lakeview residance flat 3bed 5%rest 7years deliver,"
          250,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm,[],Listed:6 days ago
compound century city Apartment172m with garden ..,"
          2,542,500
              EGP  ","Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,172 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Private Garden', 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:6 days ago
Hot Deal|Apartment for sale in Eastown New Cairo,"
          3,300,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,210 sqm,"['Unfurnished', 'Security', 'Balcony', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:9 days ago
Apartment 133 meter at mividia boulevard,"
          4,600,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Security', 'Shared Gym', 'Shared Pool', 'Shared Spa']",Listed:8 days ago
Finished apartment 141m in Mountain View Hyde Park,"
          2,150,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,141 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Landmark', 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:7 days ago
Apartment 170  semi finished in VGK - Palm Hills..,"
          1,900,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,170 sqm,"['Unfurnished', 'Security', 'Concierge', 'Maid Service', 'Balcony', 'Walk-in Closet', 'Networked']",Listed:8 days ago
Apartment + 109 m Garden in Mivida- prime location,"
          4,612,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,186 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:9 days ago
Own an apartment immediately received 121 m in Mokattam in installments with the lowest down payment,"
          957,500
              EGP  ","Family Home, Al Hadaba Al Wosta, Mokattam, Cairo",Apartment,2 ,2 ,121 sqm,[],Listed:8 days ago
Excellent deal at Mountain View Hyde Park for 2.2m,"
          2,200,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,202 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:9 days ago
235m Flat apartment in Park Lane new capital,"
          300,000
              EGP  ","Park Lane, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,4 ,235 sqm,[],Listed:7 days ago
90م بافضل المواقع اسانسير تشطيب مميز جدا,"
          1,325,000
              EGP  ","Ali Ibn Abi Taleb St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",Apartment,2 ,1 ,90 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:5 days ago
131م تشطيب مميز اسانسير بجوار السوق الشرقي,"
          1,670,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,2 ,131 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:5 days ago
شقة 178 م² للبيع بال B 3  على وايد جاردن بحرى .,"
          2,500,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,178 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Landmark', 'Covered Parking', 'Shared Spa']",Listed:5 days ago
اميز موقع واعلى خصم 45% مع عضويه النادي مجانا,"
          533,000
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,90 sqm,[],Listed:6 days ago
فقط لدواعي السفر بسعر محروق في اميز موقع في التجمع,"
          2,000,000
              EGP  ","El Koronfel, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,217 sqm,"['Unfurnished', 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Covered Parking']",Listed:6 days ago
شقة للبيع بالرحاب ١٢٠م بحديقة ٥٠م بالمرحلة الرابعة,"
          1,850,000
              EGP  ","Saad Zaghloul St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",Apartment,2 ,2 ,120 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:5 days ago
شقة 150م كمبوند سينو ار 7 بالعاصمة سداد حتى 11 سنة,"
          1,650,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,150 sqm,"['Unfurnished', 'Security', 'Balcony', 'Walk-in Closet']",Listed:5 days ago
شقتك بارقى واميز موقع على الاطلاق بقلب التجمع,"
          2,100,000
              EGP  ","New Lotus, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,215 sqm,[],Listed:5 days ago
204م بجاردن 50 تشطيبات خاصه فيو مميز 3نوم ليفينج,"
          3,700,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,204 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Balcony', 'Study', 'Walk-in Closet', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area']",Listed:5 days ago
لدواعى السفر شقة للبيع بمدينتى 180متر B1 اول سكن,"
          2,150,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,180 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'Covered Parking', 'Shared Spa']",Listed:6 days ago
Aprtment 143 m for sale in porto new cairo,"
          2,300,000
              EGP  ","Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,143 sqm,[],Listed:9 days ago
"very hot deal apartment for sale meter for 8,700","
          1,150,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,132 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Pets Allowed', 'View of Water', 'Covered Parking', 'Shared Spa']",Listed:18 days ago
By Lowest price ground apartment in fifth square,"
          3,106,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,165 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Private Garden', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:20 days ago
Ground floor + garden In Madimty - over 5 years,"
          2,250,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,108 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:21 days ago
apartment 120 meter in compound galleria,"
          1,800,000
              EGP  ","Galleria Residences, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,120 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Maid Service', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking']",Listed:16 days ago
قسط على 7 سنوات وامتلك شقة 149م بفيو حديقة 8000م,"
          929,761
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,149 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Walk-in Closet', 'Pets Allowed', 'Covered Parking']",Listed:16 days ago
Apartment for sale in zahraa elmaadi 145m .,"
          1,250,000
              EGP  ","Grand City, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,145 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:16 days ago
Apartment for sale in capital gardens palm hills,"
          1,700,000
              EGP  ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,2 ,165 sqm,"['Unfurnished', 'Security', 'Concierge', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:21 days ago
Your apartment has the most luxurious furniture,"
          2,320,000
              EGP  ","Atika, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,120 sqm,"['Furnished', 'Security', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:22 days ago
Apartment 192 m for sale in Eastown Parks - Sodic,"
          2,700,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,192 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:16 days ago
The best view in midtown with 40% discount,"
          1,083,600
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,140 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:17 days ago
For sale apartment in Compound Mountain view (ERK),"
          2,100,000
              EGP  ","Mountain View Executive, Al Andalus District, New Cairo City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Maid Service', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking']",Listed:15 days ago
Apartment for rent in Zahraa El Maadi 165m .,"
          900,000
              EGP  ","taksim Shamal Sinaa 2 St., Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,165 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:16 days ago
Apartment For Sale in Tag Sultan 160 m,"
          2,080,000
              EGP  ","Tag Sultan, Ring Road, Cairo",Apartment,3 ,3 ,160 sqm,"['Unfurnished', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:20 days ago
Apartment 199 in park corner very prime location,"
          2,884,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,199 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Maids Room', 'Shared Pool', 'Pets Allowed', 'View of Landmark', 'Barbecue Area', 'Covered Parking']",Listed:18 days ago
For Sale in Katameya plaza With best price,"
          4,500,000
              EGP  ","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",Apartment,4 ,5 ,274 sqm,"['Unfurnished', 'Security', 'Balcony', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area""]",Listed:18 days ago
Ground floor in  Lake View Residence in  New Cairo,"
          2,164,225
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,130 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:17 days ago
apartment is in the heart of Elmostabkel city,"
          1,600,000
              EGP  ","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,1 ,126 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:19 days ago
"تعاقد بخصم 112,476ج في  بيت الوطن من المالك مباشرة","
          1,183,159
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,182 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'Covered Parking']",Listed:16 days ago
High ceiling unique 2bds Club Gazira View 4 Sale,"
          10,000,000
              EGP  ","El Gezirah St., Zamalek, Cairo",Apartment,2 ,2 ,150 sqm,"['Partly furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', 'Covered Parking']",Listed:16 days ago
finished Apartment  for sale in Mivida Boulevard,"
          4,170,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,214 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', ""Children's Pool"", 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:16 days ago
